Epoch,Train Loss,Train Grad,Train Grad Var,Val Loss,FID_inf,MIFID_inf,KID_inf,IS_inf
0,25492.363,-0.0004234956,0.17295179,25337.473,483.85086,1403.2319,0.08144367,103929580000.0
1,25301.742,5.3717456e-05,0.03389872,25291.19,463.96008,1336.0405,0.059274156,3019782400000000.0
2,25295.035,3.43906e-05,0.025245108,25292.045,459.75403,1216.4615,0.05394829,6168524400000000.0
3,25295.352,4.825443e-05,0.018416142,25304.195,454.35074,1250.7589,0.05739132,4.8899014e+17
4,25295.738,-2.180678e-05,0.015714237,25297.928,454.9839,1226.9211,0.052396957,3.244917e+18
5,25289.164,4.6671863e-05,0.014556432,25292.195,453.07147,1263.8513,0.04955625,2.155083e+19
6,25286.209,5.282115e-05,0.01378098,25289.234,449.49515,1161.1582,0.047233406,1.6340949e+20
7,25285.65,6.9252834e-05,0.017228896,25292.951,455.55112,1230.6582,0.044979252,3.5845703e+21
8,25289.234,2.5498604e-05,0.014716693,25306.287,454.72333,1187.4706,0.040802546,7.599519e+21
9,25289.041,0.00012322159,0.019797614,25293.842,453.48065,1168.2206,0.04001932,4.138815e+23
10,25295.906,6.0527513e-05,0.023602655,25324.72,459.05612,1205.812,0.036091622,2.319095e+24
11,25286.127,2.5888496e-05,0.017272647,25304.848,458.3141,1169.4573,0.036071032,4.624155e+23
12,25272.98,4.460864e-05,0.014437354,25299.562,457.044,1186.8601,0.03619574,4.436419e+23
13,25271.793,2.488279e-05,0.016345222,25297.861,461.77737,1183.6458,0.034025516,1.6373885e+24
14,25269.31,6.31264e-05,0.01640207,25294.201,459.268,1173.4955,0.0343989,1.2482847e+24
15,25266.117,3.2654625e-05,0.016978953,25300.605,461.8656,1203.0946,0.03408129,1.2994924e+26
16,25261.006,2.0700158e-05,0.01687709,25294.484,461.09543,1259.2516,0.037633255,2.0645285e+25
17,25258.553,2.3857929e-05,0.018502446,25309.543,459.70956,1294.766,0.034370072,1.1671528e+25
18,25257.795,4.8065252e-05,0.018497681,25305.018,462.756,1199.3058,0.035584908,1.7592597e+26
19,25256.443,3.0302115e-05,0.019016368,25293.73,459.25235,1211.7815,0.034991402,4.5307408e+24
20,25253.129,7.8918165e-06,0.018804595,25296.428,462.83972,1207.6617,0.034205284,8.4819985e+24
21,25251.557,2.706779e-05,0.019889377,25296.355,463.4683,1220.587,0.035873275,1.5625027e+25
22,25250.078,3.356519e-05,0.020500315,25302.54,460.67206,1187.1667,0.03556827,6.283666e+23
23,25249.682,1.3593781e-05,0.020745596,25303.855,460.22754,1247.5856,0.036301553,4.542896e+25
24,25248.227,5.626902e-06,0.02067495,25304.26,462.22495,1189.8042,0.03662573,7.251816e+23
25,25246.623,5.2684416e-05,0.021970086,25314.889,459.03247,1289.511,0.038555145,2.1919176e+23
26,25243.826,-1.3476552e-05,0.023687432,25296.918,459.95874,1291.238,0.03880159,7.161706e+23
27,25239.412,4.400673e-05,0.020943722,25297.207,457.21933,1250.6235,0.03826583,2.7371142e+22
28,25239.697,-1.0133752e-05,0.021998644,25298.25,461.5743,1203.1731,0.037660826,1.2693048e+24
29,25239.469,3.49572e-05,0.021910962,25298.307,463.65924,1225.3884,0.036871374,1.23903835e+23
30,25236.738,6.353869e-06,0.021796906,25302.242,459.4877,1285.1545,0.03647074,3.907923e+22
31,25237.8,2.8861408e-05,0.022907266,25297.977,457.99924,1198.9374,0.040964697,8.461349e+22
32,25235.885,3.3468941e-06,0.022601558,25299.29,461.70102,1202.0411,0.038604055,2.15146e+23
33,25235.11,-2.082298e-05,0.024288192,25294.781,461.78387,1294.0789,0.038713604,1.733738e+23
34,25231.15,2.2456145e-05,0.022093754,25296.275,458.5966,1190.9897,0.037834935,5.8070076e+22
35,25232.52,3.289726e-05,0.023272676,25298.977,459.00336,1292.4574,0.03866804,2.281892e+22
36,25230.947,2.0172169e-05,0.023996953,25295.727,462.44006,1248.9869,0.040875327,2.3863699e+23
37,25229.367,3.2760552e-05,0.022690421,25299.926,460.85403,1231.2212,0.042805392,1.343883e+22
38,25228.58,-7.6162437e-06,0.022671316,25295.111,459.77548,1238.997,0.038930032,3.0811716e+23
39,25228.502,3.5909103e-05,0.0227175,25297.486,458.20956,1221.7373,0.041215133,3.2151655e+23
40,25228.635,4.1337357e-06,0.023479575,25299.139,462.48276,1192.873,0.04179222,2.8489126e+23
41,25227.69,2.9979346e-05,0.023889007,25295.807,461.31808,1283.5065,0.038600486,6.945153e+21
42,25226.46,2.094026e-05,0.022926558,25296.014,459.12225,1227.8904,0.04072664,1.4139193e+22
43,25225.656,-1.3766931e-05,0.022550078,25296.822,463.5911,1212.0396,0.03957931,4.987262e+22
44,25224.975,-1.009039e-05,0.022834131,25297.71,463.68958,1321.3661,0.04018121,3.4136466e+22
45,25225.072,4.6641413e-05,0.023259697,25298.172,460.5525,1260.1566,0.041857716,8.1410214e+21
46,25224.668,1.0680614e-05,0.02351022,25300.928,462.83145,1237.7251,0.041822553,9.511404e+21
47,25225.69,6.6135353e-06,0.023379207,25301.02,462.73672,1267.3292,0.043225612,2.9527913e+21
48,25224.172,2.5805872e-05,0.024056202,25300.795,463.10382,1236.2467,0.043811318,6.05141e+22
49,25224.627,5.7298907e-06,0.023663903,25298.867,459.9906,1239.4849,0.042380866,4.0408075e+22
